1168	3655	120960	0
1171	3655	120960	0
1174	2877	0	0
1177	2877	0	0
1318	17220	0	241920
1324	17146	0	0
1330	2228	0	0
1333	13530	120960	0
1337	17220	0	0
1339	6622	0	0
1343	17146	0	0
1349	2228	0	0
1486	7026	0	0
1489	31033	0	0
1492	1356	0	0
1495	9611	0	0
1501	1520	0	0
1504	1520	0	0
1505	31033	0	0
1508	7026	0	0
1511	9611	0	0
1514	1356	0	0
1651	4827	0	0
1657	12130	0	0
1660	1160	0	0
1661	50996	0	120960
1663	152	0	0
1667	10748	0	0
1670	4827	0	0
1673	1160	0	0
1676	12130	0	0
1682	152	0	0
1819	766	0	0
1822	678	0	0
1823	2628	0	0
1826	2628	0	0
1829	12533	0	0
1832	12533	0	0
1835	152	0	0
1838	830	0	0
1841	766	0	0
1991	596	0	0
1994	13836	0	0
1997	596	0	0
2000	7404	0	0
2156	426	0	0
2159	426	0	0
2162	152	0	0
2165	152	0	0
